Sentence,ProteinName,UniProtId,PhenotypeName,HPOId,type,Label
These findings demonstrate a novel role of hepatic PROT in obese-induced PHENO in the protection from hepatovascular metabolic remodeling and vascular diseases.,ERK2,P28482,insulin resistance,HP:0000855,abs,Bad-CoM
PROT might become a novel target for the treatment of pain in patients with bone PHENO.,PAR2,Q9NWF4,cancer,HP:0002664,abs,Bad-CoM
"PROT, left ventricular mass, and PHENO in community-dwelling older adults.",Fibroblast growth factor 23,Q9GZV9,left ventricular hypertrophy,HP:0001712,abs,Bad-CoM
PHENO is associated with PROT in stage 3-5 chronic kidney disease patients.,Fibroblast Growth Factor-23,P01308,Insulin resistance,HP:0000855,abs,Bad-CoM
PROT expression on breast cancer cells promotes PHENO.,RANK,Q9Y6Q6,skeletal metastasis,HP:0002664,abs,Good-CoM
"PHENO patients with tumors lacking the three diagnostic markers (ER, PR, and PROT) are classified as triple-negative (primarily basal-like) and have poor prognosis because there is no disease-specific therapy available.",HER2,P04626,Breast cancer,HP:0003002,abs,Bad-CoM
"We investigate here the role of colorectal PHENO (CRC) produced PROT in endothelial cell growth, motility, and blood vessel formation, as well as the expression of the Norrin signaling pathway components in the CRC tumor microenvironment.",Norrin,Q00604,cancer,HP:0002664,abs,Bad-CoM
"PROT (MMP-9) plays a pivotal role in early PHENO, vascular remodeling and development of atherosclerotic lesion.",Matrix metalloproteinase-9,P14780,atherosclerosis,HP:0002621,abs,Good-CoM
Resistance to the human epidermal growth factor receptor (PROT)-targeted antibody trastuzumab is a major clinical concern in the treatment of HER2-positive metastatic PHENO.,HER2,P04626,breast cancer,HP:0003002,abs,Bad-CoM
"In conclusion, HO-1 and HO-2 and PROT were expressed in the cytosols of skin PHENO cells, whereas perilesional normal epidermis showed only faint staining, thus leading to the hypothesis that the HO/BVR system is activated in skin cancers.",BVR,P53004,cancer,HP:0002664,abs,Good-CoM
A New Double Stranded RNA Suppresses Bladder PHENO Development by Upregulating p21 (Waf1/PROT) Expression.,CIP1,P38936,Cancer,HP:0002664,abs,Good-CoM
PROT/interleukin-21 signaling axis is critical in the pathogenesis of PHENO.,Interleukin-6,P05231,pulmonary arterial hypertension,HP:0002092,abs,Bad-CoM
PROT in health and PHENO.,P63,Q9H3D4,cancer,HP:0002664,abs,Bad-CoM
Denosumab Inhibition of PROT and Insulin Resistance in Postmenopausal Women with PHENO.,RANKL,O14788,Osteoporosis,HP:0000939,abs,Bad-CoM
PROT sensitivity affects corticolimbic brain responses to visual food cues in PHENO syndrome patients.,Insulin,P01308,polycystic ovary,HP:0000147,abs,Bad-CoM
"Based on KRAS activates several down-stream effectors leading to the stimulation of the RAF/mitogen-activated protein kinase/extracellular signal-regulated kinase (PROT/MEK/ERK) and phosphatidylinositol-3-kinase (PI3K) pathways, we investigated the anti-tumor effects of biguanides on the proliferation of KRAS-mutated tumor cells in vitro and on KRAS-driven PHENO growth in vivo.",RAF,P04049,tumor,HP:0002664,abs,Bad-CoM
"The study of the RANKL/PROT/OPG system has increased the understanding of the mechanisms involved in the bone remodeling process, especially in postmenopausal PHENO and periodontal disease.",RANK,Q9Y6Q6,osteoporosis,HP:0000939,abs,Bad-CoM
PROT inhibitors in the pipeline for the treatment of PHENO in Japan.,SGLT2,P31639,diabetes mellitus,HP:0000819,abs,Bad-CoM
PROT Drives PHENO Progression through YAP/TAZ-Dependent Autonomous Cell Growth.,WIP,O43516,Tumor,HP:0002664,abs,Good-CoM
Pan-HER inhibitor shows significant antitumor effects in in vitro and xenograft model of PROT (+) PHENO.,HER2,P04626,gastric cancer,HP:0012126,abs,Bad-CoM
The role of PROT in metastasis involved a COX-2-independent enhancement of cell disengagement from the primary PHENO and adherence to the lungs that fostered metastasis implantation.,SPARC,P09486,tumor,HP:0002664,abs,Bad-CoM
"PROT is upregulated in gastric cancer and regulates PHENO cell proliferation, migration and invasion.",NHE1,P19634,gastric cancer,HP:0012126,abs,Good-CoM
"Recent early-phase clinical trials of CAR-modified T (PROT-T) cells for relapsed or refractory B cell malignancies have demonstrated promising results (that is, anti-CD19 CAR-T in B cell acute lymphoblastic PHENO (B-ALL)).",CAR,Q9UQ90,leukemia,HP:0001909,abs,Bad-CoM
"However, the clinical implication of TNFR2 in PHENO (BC) tissue (i.e., not soluble PROT in blood or genetic variation of TNFR2) has not been reported.",TNFR2,P20333,breast cancer,HP:0003002,abs,Bad-CoM
PROT resistance contributes to the metabolic defects in non-PHENO (NIDDM).,Insulin,P01308,insulin-dependent diabetes mellitus,HP:0100651,abs,Good-CoM
The appearance of the prostatic fossa on transrectal ultrasound (TRUS) scans obtained after radical retropubic prostatectomy (RRP) was studied in 25 patients believed to have no PHENO on the basis of their level of serum prostate-specific antigen (PROT) (< or = 0.4 ng/mL).,PSA,Q9Y617,tumor,HP:0002664,abs,Bad-CoM
"A possible involvement of the PROT and PSF2 genes in susceptibility to MHC-associated diseases was examined in a preliminary assessment in patients with ankylosing spondylitis, insulin-dependent diabetes mellitus, or PHENO.",PSF1,Q03518,celiac disease,HP:0002608,abs,Bad-CoM
"To determine whether long-term changes occur in the main metabolic pathway responsible for GABA synthesis in remaining GABA neurons, the levels of mRNA and protein labeling for the two forms of GAD (GAD65 and PROT) were studied in pilocarpine-treated animals that had developed spontaneous PHENO.",GAD67,Q99259,seizures,HP:0001250,abs,Bad-CoM
"These data imply that abnormal down-regulation of p27(KIP1), p21(PROT/Cip1) and/or p53 in PHENO cells may contribute to the malignant progression of tumors during rat two-stage bladder carcinogenesis.",WAF1,P38936,tumor,HP:0002664,abs,Bad-CoM
PROT (PTHrP) has been shown to be the principal cause of humoral PHENO associated with renal cell carcinoma (RCC).,Parathyroid hormone-related protein,P12272,hypercalcemia,HP:0003072,abs,Good-CoM
p21WAF1/PROT protein expression in primary ovarian PHENO.,CIP1,P38936,cancer,HP:0002664,abs,Bad-CoM
"In tissue culture studies, combined treatment of HER2/ neu overexpressing breast cancer cells with PROT/neu antisense ODNs and conventional chemotherapeutic agents results in synergistic inhibition of PHENO cell growth and activation of apoptotic cell death mechanisms.",HER2,P04626,cancer,HP:0002664,abs,Bad-CoM
The ability of the sulfonylurea receptor (PROT) 1 to suppress PHENO and excitotoxic neuron damage was assessed in mice transgenically overexpressing this receptor.,SUR,Q09428,seizures,HP:0001250,abs,Bad-CoM
"Prostate-specific antigen (PROT) testing could be used to identify men who are at higher future risk of developing clinical prostate PHENO or to diagnose prostate cancer earlier in high-risk groups, such as black men or those with a family history of the disease.",PSA,Q9Y617,cancer,HP:0002664,abs,Good-CoM
"In patients with breast PHENO, both humoral and cell-mediated PROT immune responses have been found as well as in some patients with gp185HER2 nonoverexpressing tumors.",HER2,P04626,cancer,HP:0002664,abs,Bad-CoM
"We provide evidence for a direct interaction between PROT and MAGUK proteins, and we propose that various LAP-MAGUK networks targeted to the basolateral side of epithelial cells participate to homeostasis of epithelial tissues and PHENO growth.",LAP,Q9HC77,tumor,HP:0002664,abs,Bad-CoM
"Abnormalities of the RANKL/PROT system have been implicated in the pathogenesis of postmenopausal PHENO, rheumatoid arthritis, Paget's disease, periodontal disease, benign and malignant bone tumors, bone metastases, and hypercalcemia of malignancy, while administration of OPG has been demonstrated to prevent or mitigate these disorders in animal models.",OPG,O00300,osteoporosis,HP:0000939,abs,Good-CoM
"Large pivotal phase II and III clinical trials investigated the therapeutic efficacy and safety of the humanized anti-HER2 monoclonal antibody, Herceptin, alone and in combination with standard chemotherapy, respectively, in PROT-positive metastatic PHENO.",HER2,P04626,breast cancer,HP:0003002,abs,Good-CoM
"The cytokine macrophage migration inhibitory factor (PROT) has emerged to be an important regulator of the inflammatory response and is critically involved in the development of septic shock, arthritis, and PHENO.",MIF,P03971,glomerulonephritis,HP:0000099,abs,Good-CoM
"Therefore, the role of the adhesion molecules intercellular adhesion molecule-1 (ICAM-1), LECAM-1, PROT, leukocyte function-associated antigen-1 (LFA-1) and platelet endothelial cell adhesion molecule-1 (PECAM-1) on the BjV-induced neutrophil accumulation and the correlation with release of LTB4, TXA2, PHENO necrosis factor-alpha, interleukin (IL)-1 and IL-6 have been investigated.",CD18,P05107,tumor,HP:0002664,abs,Bad-CoM
"Fusion of PROT/Runx1 to copine VIII, a novel member of the copine family, in an aggressive PHENO with t(12;21) translocation.",AML1,Q01196,acute myelogenous leukemia,HP:0004808,abs,Bad-CoM
"The possibility to correct the regulation of PROT/Akt activity by restoration of H-2K expression in B16BL6 melanoma cells may be considered as an attractive approach for PHENO therapy, since an aberrant activation of this enzyme is characteristic to resistant malignancies.",PKB,P31749,cancer,HP:0002664,abs,Bad-CoM
"By contrast, all freshly isolated B leukemia or lymphoma cases, including 5 chronic lymphocytic leukemia, 1 B-prolymphocytic PHENO, 1 mantle cell lymphoma, 2 marginal zone lymhomas and 2 follicular lymphomas were poorly lysed by ADCC in the same conditions and regardless of PROT expression levels, reaching a mean of 4% and 27% maximal lysis with PBMC or purified NK cells, respectively.",CD20,P11836,leukemia,HP:0001909,abs,Bad-CoM
These results suggest that OPN acts as a positive regulator in the osteoclastogenesis of PHENO through the RANK/PROT/OPG system.,RANKL,O14788,arthritis,HP:0001369,abs,Good-CoM
"This study was designed to use a prospectively analyzed, population-based, multiethnic cohort of men to determine if there is a relationship between one measure of PHENO/overweight (Body Mass Index) and Prostate Specific Antigen (PROT).",PSA,Q9Y617,obesity,HP:0001513,abs,Bad-CoM
"Ataxia-oculomotor apraxia syndrome 1 is an early onset PHENO that results from loss of function mutations in the APTX gene, encoding PROT, which contains three conserved domains.",Aprataxin,Q7Z2E3,cerebellar ataxia,HP:0001251,abs,Good-CoM
"Since HBP1 exhibits PHENO-suppressor activity in nonmyeloid tissues, we examined the effects of ectopic overexpression of PROT upon the growth and differentiation of myeloid cells.",HBP1,Q8IV16,tumor,HP:0002664,abs,Bad-CoM
A novel role for placental leucine aminopeptidase (P-PROT) as a determinant of chemoresistance in PHENO cells.,LAP,Q9HC77,endometrial carcinoma,HP:0012114,abs,Bad-CoM
"PROT (1-31) also caused ocular PHENO, which was inhibited by a selective endothelin ET(A) receptor antagonist, cyclo(D-Asp-Pro-D-Val-Leu-D-Trp) (BQ-123).",Endothelin-1,P05305,hypertension,HP:0000822,abs,Good-CoM
"Designing novel drugs that target RANKL-PROT and their signaling pathways in osteoclasts could potentially revolutionize the treatment of many diseases associated with bone loss such as arthritis, tooth loss, cancer metastases or PHENO.",RANK,Q9Y6Q6,osteoporosis,HP:0000939,abs,Bad-CoM
The differential expression of PROT in esophageal PHENO.,SPARC,P09486,squamous cell carcinoma,HP:0002860,abs,Bad-CoM
"The panel consisted of the leukemias HL-60, BV-173, SKW-3, K-562, PROT-84 and the urinary PHENO 5637.",LAMA,P25391,bladder carcinoma,HP:0002862,abs,Bad-CoM
"Immunohistochemical analysis revealed that in biopsy specimens from RCC patients (n = 98), the expression of PROT is highly demonstrated in the epithelium of normal proximal tubule but not seen in PHENO cells.",ASS,P00966,tumor,HP:0002664,abs,Good-CoM
"To understand the function of PROT/FLI and its targets in a more clinically relevant system, we used retroviral-mediated RNAi to ""knock-down"" the fusion protein in patient-derived Ewing's PHENO cell lines.",EWS,Q01844,sarcoma,HP:0100242,abs,Bad-CoM
"We hypothesized that altered expression of DISC1 and/or its molecular partners (nuclear distribution element-like [NUDEL], PHENO and elongation protein zeta-i [PROT], and lissencephaly 1 [LIS1]) may underlie its pathogenic role in schizophrenia and explain its genetic association.",FEZ1,Q9Y250,fasciculation,HP:0002380,abs,Bad-CoM
"Overexpression and aberrant activation of ErbB2/PROT confer aggressive and malignant characteristics to breast cancer cells, and patients displaying ErbB2-amplified PHENO face a worsened prognosis.",HER2,P04626,breast cancer,HP:0003002,abs,Good-CoM
"Alpha-tocopheryl succinate (alpha-TOS) has been shown to inhibit human prostate PHENO growth in vitro, via several mechanisms, including inhibiting prostate-specific antigen (PROT) and vascular endothelial growth factor (VEGF) expressions.",PSA,Q9Y617,cancer,HP:0002664,abs,Bad-CoM
"On immunohistochemistry the PHENO cells were positive for pan-cytokeratin, epithelial membrane antigen (EMA), S100 protein and E-cadherin while estrogen and progesterone receptors, PROT-neu and Bcl2 were negative.",HER2,P04626,tumor,HP:0002664,abs,Bad-CoM
"To further investigate a possible role of SDF-1alpha in the recruitment of CXCR4(+) cells in human renal disease of varying etiologies, we immunostained human biopsies of immunoglobulin (Ig)A nephropathy, minimal-change nephrotic syndrome, focal segmental PHENO, membranoproliferative glomerulonephritis, chronic pyelonephritis, and acute tubular necrosis (ATN) for SDF-1alpha, CXCR4, and PROT, a pan-hematopoietic marker.",CD45,P08575,glomerulosclerosis,HP:0000096,abs,Bad-CoM
